text,subcategory
"Esta publicação é uma sátira e não deve ser interpretada como um fato real. Lembre-se que o humor pode ser usado para criticar a realidade.",0
"O conteúdo apresentado é uma paródia, criada com fins humorísticos e de entretenimento. Não leve a sério.",0
"A intenção por trás deste post é a sátira, não a desinformação. O objetivo é provocar reflexão através do riso.",0
"Trata-se de uma obra de ficção com o objetivo de satirizar eventos atuais. Qualquer semelhança com a realidade é propositalmente exagerada.",0
"Este post usa o humor e a paródia para comentar sobre a realidade de forma ácida e crítica.",0
"A natureza desta publicação é puramente satírica. É uma forma de arte e não deve ser confundida com jornalismo.",0
"Este conteúdo foi criado como uma paródia e não representa a verdade dos fatos. A finalidade é a crítica social.",0
"Lembre-se que isto é uma sátira, uma forma de crítica social através do humor. Analise a mensagem por trás da piada.",0
"Ainda que possa parecer real, esta postagem é uma sátira. Verifique sempre a fonte da informação.",0
"O objetivo aqui não é enganar, mas sim satirizar uma situação. A linha entre o humor e o fato pode ser tênue.",0
"Este é um exemplo de paródia, que utiliza o exagero e a ironia para criar humor e criticar.",0
"A fonte desta informação é um veículo conhecido por suas publicações satíricas e humorísticas.",0
"Esta matéria é uma sátira e não possui compromisso com a realidade factual. É entretenimento, não notícia.",0
"O tom jocoso e absurdo desta publicação indica que se trata de uma paródia. O exagero é a chave.",0
"Este conteúdo é uma peça de sátira, não uma notícia verídica. A intenção é fazer rir e pensar.",0
"A finalidade desta postagem é o entretenimento através da paródia. Divirta-se, mas não confunda com a realidade.",0
"Não confunda esta sátira com uma informação jornalística. São gêneros textuais completamente diferentes.",0
"Esta é uma forma de expressão artística conhecida como paródia, protegida pela liberdade de expressão.",0
"O autor desta publicação está utilizando a sátira para fazer uma crítica contundente a um problema social.",0
"Embora possa enganar, a intenção primária aqui é a sátira. O contexto é fundamental para a correta interpretação.",0
"Este meme é uma paródia de uma situação real, mas seu conteúdo é humorístico e não factual.",0
"A notícia pode parecer chocante, mas vem de um site de humor que se especializa em criar paródias da realidade.",0
"O vídeo foi criado por um grupo de comediantes como uma paródia. Não se trata de um evento real.",0
"Esta imagem é uma montagem satírica, não uma fotografia jornalística. Observe os detalhes absurdos.",0
"O artigo imita o estilo de uma reportagem séria, mas é uma sátira do início ao fim. O veículo é de humor.",0
"A 'entrevista' que você leu é uma peça de ficção satírica, não um diálogo real.",0
"Este perfil em redes sociais é dedicado a criar paródias e sátiras sobre o cotidiano.",0
"O produto anunciado neste post não existe, é uma paródia sobre o consumismo.",0
"A declaração atribuída à celebridade é falsa, faz parte de uma publicação satírica.",0
"Este 'documento oficial' é uma paródia bem-humorada de comunicados governamentais.",0
"A natureza exagerada dos eventos descritos indica que esta é uma obra de sátira.",0
"O post satiriza um debate público, não tendo a intenção de ser uma contribuição factual para ele.",0
"Este é um conteúdo de um site humorístico que frequentemente publica sátiras que são confundidas com notícias reais.",0
"A descrição do evento é uma paródia, não uma reportagem. A intenção é a comédia.",0
"Não se deixe enganar pelo formato; esta é uma sátira, não uma notícia.",0
"O post foi criado para ser engraçado e não para informar. Trata-se de uma paródia.",0
"O conteúdo desta página é satírico e não deve ser levado a sério como fonte de informação.",0
"Esta é uma piada, uma paródia. Não tem a intenção de causar danos, mas sim de provocar o riso.",0
"O post é uma sátira social que usa o humor para criticar comportamentos.",0
"Embora pareça uma notícia, o texto é uma paródia de um evento recente.",0
"A publicação satiriza o modo como as notícias são apresentadas na mídia.",0
"Este conteúdo não tem a intenção de enganar, mas de entreter através da sátira.",0
"O post é uma criação ficcional com o intuito de parodiar figuras públicas.",0
"Trata-se de um meme satírico, não de um fato. O objetivo é a viralização humorística.",0
"A notícia é claramente uma paródia, vinda de uma fonte conhecida por seu humor.",0
"Esta postagem é uma sátira e não representa as visões ou fatos reais.",0
"O conteúdo é uma paródia e não deve ser compartilhado como uma notícia verdadeira.",0
"A intenção é humorística, não informativa. É uma sátira.",0
"Este artigo é uma paródia. O veículo que o publicou é de entretenimento satírico.",0
"O post é uma obra de sátira, não tendo qualquer base na realidade.",0
"Este conteúdo é uma paródia humorística de eventos sérios.",0
"O texto é uma sátira e seu propósito é a crítica através do humor.",0
"A publicação é uma paródia e não deve ser interpretada literalmente.",0
"Trata-se de uma sátira, não de uma informação verídica.",0
"Este é um conteúdo satírico. Não tem a intenção de ser factual.",0
"A postagem é uma paródia de um estilo de vida, não um documentário.",0
"O conteúdo é uma sátira. A fonte é um conhecido site de humor.",0
"Esta é uma peça satírica, não um artigo de notícias.",0
"O post é uma paródia e seu objetivo é o humor, não a informação.",0
"Trata-se de uma sátira, uma forma de arte que usa o humor para comentar sobre a sociedade.",0
"A publicação é uma paródia de um filme famoso, não um fato real.",0
"Este conteúdo é uma sátira política e não deve ser visto como uma reportagem.",0
"O post é uma paródia e não tem a intenção de enganar, mas sim de fazer rir.",0
"A notícia é uma sátira. O site que a publicou é conhecido por suas paródias.",0
"Esta é uma paródia, não uma notícia real. O tom é de comédia.",0
"O conteúdo é satírico e não deve ser interpretado como fato.",0
"A publicação é uma sátira e não deve ser compartilhada como informação.",0
"Trata-se de uma paródia. A intenção é a crítica humorística.",0
"Este post é uma sátira, não uma notícia. O objetivo é o entretenimento.",0
"O conteúdo é uma paródia de um programa de TV, não um evento real.",0
"A notícia é uma sátira e a fonte é um site de comédia.",0
"Esta postagem é uma paródia, não um fato verídico.",0
"O conteúdo é uma sátira e seu propósito é puramente humorístico.",0
"Trata-se de uma sátira, não de uma notícia. O objetivo é a comédia.",0
"A publicação é uma paródia. Não confunda com a realidade.",0
"Este post é uma sátira. O autor usa o humor para criticar.",0
"O conteúdo é uma paródia. A intenção é a diversão, não a informação.",0
"A notícia é uma sátira de um evento político. Não é real.",0
"Esta postagem é uma paródia e não deve ser levada a sério.",0
"O conteúdo é uma sátira e não tem base factual.",0
"Trata-se de uma paródia. A finalidade é a crítica social humorística.",0
"A publicação é uma sátira. O tom exagerado é a principal pista.",0
"Este post é uma sátira, não uma reportagem jornalística.",0
"O conteúdo é uma paródia e não deve ser confundido com notícia.",0
"A notícia é uma sátira e a fonte é um conhecido portal de humor.",0
"Esta postagem é uma paródia. O conteúdo é ficcional.",0
"O conteúdo é uma sátira e visa o entretenimento.",0
"Trata-se de uma paródia, não de uma informação séria.",0
"A publicação é uma sátira, não um fato.",0
"Este post é uma sátira. Não compartilhe como se fosse verdade.",0
"O conteúdo é uma paródia. O objetivo é a comédia e a crítica.",0
"A notícia é uma sátira. Verifique a fonte antes de acreditar.",0
"Esta postagem é uma paródia, não uma notícia verídica.",0
"O conteúdo é satírico e não deve ser interpretado como real.",0
"Trata-se de uma paródia. A intenção é a crítica através do riso.",0
"A publicação é uma sátira. O conteúdo é humorístico.",0
"Este post é uma sátira. A informação não é factual.",0
"O conteúdo é uma paródia, não um relato verdadeiro.",0
"A notícia é uma sátira de um fato conhecido. Não é real.",0
"Esta postagem é uma paródia. O objetivo é o humor.",0
"O conteúdo é uma sátira e não tem a intenção de enganar.",0
"Trata-se de uma paródia. O tom é de brincadeira.",0
"A publicação é uma sátira, não uma reportagem.",0
"Este post é uma sátira. O conteúdo é ficcional e humorístico.",0
"O conteúdo é uma paródia e não deve ser levado a sério.",0
"A notícia é uma sátira. A fonte é um site de entretenimento.",0
"Esta postagem é uma paródia. Não é uma informação real.",0
"O conteúdo é satírico e não informativo.",0
"Trata-se de uma paródia. O objetivo é a crítica bem-humorada.",0
"A publicação é uma sátira. Não se baseia em fatos.",0
"Este post é uma sátira. O conteúdo é exagerado para criar humor.",0
"O conteúdo é uma paródia. A intenção é a sátira social.",0
"A notícia é uma sátira. Não confunda com jornalismo.",0
"Esta postagem é uma paródia, não um fato.",0
"O conteúdo é uma sátira. O objetivo é a comédia.",0
"Trata-se de uma paródia. O conteúdo é inventado.",0
"A publicação é uma sátira. A fonte é humorística.",0
"Este post é uma sátira. A informação é falsa.",0
"O conteúdo é uma paródia. Não é uma notícia.",0
"A notícia é uma sátira. O conteúdo é ficção.",0
"Esta postagem é uma paródia. O objetivo é o entretenimento.",0
"O conteúdo é uma sátira e não tem a intenção de desinformar.",0
"Trata-se de uma paródia. O tom é de piada.",0
"A publicação é uma sátira, não um documento.",0
"Este post é uma sátira. O conteúdo não é verdadeiro.",0
"O conteúdo é uma paródia. Não é para ser levado a sério.",0
"A notícia é uma sátira. A fonte é um site de humor.",0
"Esta postagem é uma paródia. A informação não é correta.",0
"O conteúdo é satírico e não tem valor jornalístico.",0
"Trata-se de uma paródia. O objetivo é a crítica social.",0
"A publicação é uma sátira. O conteúdo é deliberadamente falso.",0
"Este post é uma sátira. O conteúdo é ficção humorística.",0
"O conteúdo é uma paródia. A intenção é a comédia.",0
"A notícia é uma sátira. Não é um fato real.",0
"Esta postagem é uma paródia. O objetivo é a diversão.",0
"O conteúdo é uma sátira. Não é uma reportagem séria.",0
"Trata-se de uma paródia. O conteúdo é humorístico.",0
"A publicação é uma sátira, não uma notícia.",0
"Este post é uma piada; a fonte é um site de comédia conhecido por suas paródias.",0
"A notícia foi criada por um grupo de humor e não deve ser levada como fato.",0
"O caráter absurdo da afirmação indica que se trata de uma sátira, não de uma notícia real.",0
"A publicação utiliza a ironia para satirizar um comportamento social, não para informar.",0
"Este perfil é conhecido por criar memes e paródias sobre eventos atuais.",0
"Não se trata de um furo jornalístico, mas de uma criação humorística e satírica.",0
"O 'estudo' mencionado na postagem é fictício e faz parte de uma paródia.",0
"O tom da escrita é de deboche, o que caracteriza o conteúdo como sátira.",0
"A imagem, apesar de parecer real, é uma montagem com propósito humorístico e satírico.",0
"Este conteúdo foi feito para divertir e criticar, sendo uma paródia da realidade.",0
"Leia com atenção e perceba o exagero: é uma sátira, não uma reportagem.",0
"O site que publicou isso se descreve como um portal de 'notícias ficcionais'.",0
"A intenção não é enganar, mas sim usar a paródia como forma de comentário social.",0
"Este vídeo é uma esquete de comédia, não um flagrante real.",0
"A citação atribuída à figura pública é inventada e faz parte de uma sátira.",0
"O título desta matéria não corresponde ao conteúdo do texto. É uma isca de cliques.",1
"A imagem utilizada nesta publicação não tem relação com a notícia. Foi usada para chocar.",1
"A legenda desta foto cria uma narrativa que não é sustentada pelo artigo. Leia o texto completo.",1
"Este post utiliza um título sensacionalista para atrair cliques, mas o conteúdo é outro. Isso é desonesto.",1
"Há uma clara desconexão entre a chamada da matéria e o que ela de fato informa. Não se deixe enganar.",1
"A imagem de capa foi escolhida para chocar, mas não ilustra o evento noticiado. É manipulação.",1
"O título promete uma informação que não é entregue no corpo do texto. A matéria não cumpre o que anuncia.",1
"A legenda e a imagem são de eventos distintos e foram unidas para enganar o leitor.",1
"Este é um caso de 'caça-cliques', onde o título não reflete o conteúdo. A intenção é apenas gerar tráfego.",1
"A manchete é enganosa e não representa o teor da reportagem. Leia criticamente.",1
"A imagem utilizada é de um acontecimento antigo e foi reaproveitada fora de contexto para gerar mais cliques.",1
"O texto fala sobre um assunto, mas o título e a imagem sugerem outro completamente diferente para atrair sua atenção.",1
"A legenda da imagem distorce o que realmente está acontecendo na cena. É uma falsa representação.",1
"Cuidado: o título cria uma expectativa que o conteúdo não cumpre. A frustração é o resultado.",1
"A imagem foi retirada de um banco de imagens e não tem relação direta com o fato noticiado.",1
"O título é uma pergunta cuja resposta não se encontra no texto. A curiosidade é usada como isca.",1
"A matéria utiliza uma imagem impactante que não tem a ver com a notícia para gerar engajamento.",1
"A legenda da foto é falsa e foi criada para se ajustar a uma narrativa específica e enganosa.",1
"A chamada da publicação é enganosa e leva a uma interpretação errada dos fatos antes mesmo da leitura.",1
"Existe uma divergência proposital entre o título e o conteúdo da postagem para maximizar os cliques.",1
"A miniatura do vídeo (thumbnail) não tem relação com o conteúdo apresentado.",1
"O título e o conteúdo são sobre assuntos diferentes. Isso é feito para atrair leitores com temas polêmicos.",1
"A imagem de destaque não corresponde aos fatos descritos na reportagem.",1
"O post usa uma imagem de um filme como se fosse um evento real para ilustrar a matéria.",1
"O título bombástico não se sustenta com a leitura do artigo, que é vago e inconclusivo.",1
"A legenda da imagem foi criada para induzir ao erro, não correspondendo à realidade da cena.",1
"O conteúdo não tem relação com o título, que foi criado apenas para gerar receita com publicidade.",1
"A foto é de outro país, mas a legenda afirma que o evento ocorreu aqui.",1
"O título sugere uma grande revelação, mas o texto apenas repete informações já conhecidas.",1
"A imagem foi associada a um texto que não a descreve corretamente.",1
"A matéria tem um título que não condiz com a informação veiculada. É uma prática de desinformação.",1
"A legenda e a foto não têm conexão. A imagem é meramente ilustrativa e enganosa.",1
"O título foi feito para gerar cliques, mas a matéria em si é sobre outro tema.",1
"A imagem não tem a ver com a notícia, foi usada apenas para causar impacto visual.",1
"O título é uma isca e o conteúdo não entrega o que foi prometido. Não caia nessa.",1
"A legenda da foto cria uma história falsa que não tem base no que a imagem mostra.",1
"A chamada da matéria é sensacionalista e o conteúdo é superficial e não relacionado.",1
"O título e a imagem não têm relação com o texto. É uma tentativa de enganar o algoritmo.",1
"A foto é real, mas o texto que a acompanha descreve um evento fictício.",1
"O post usa um título enganoso para fazer você clicar e ler um conteúdo que não interessa.",1
"A imagem e o título são uma isca para um conteúdo que não tem relação com eles.",1
"A matéria usa um título polêmico para discutir um assunto banal.",1
"A legenda não descreve a imagem, apenas a utiliza para promover uma ideia sem conexão.",1
"O título cria uma polêmica que não existe no conteúdo do post.",1
"A imagem é de um evento diferente do que a matéria noticia.",1
"O título é enganoso e o conteúdo não tem a ver com ele. É apenas para ganhar cliques.",1
"A legenda da foto é deliberadamente falsa para criar uma narrativa que não é real.",1
"A chamada da matéria não tem correspondência com o texto. É uma fraude intelectual.",1
"O título e a imagem foram combinados para enganar, mas não têm relação entre si.",1
"A foto é de um banco de imagens e a notícia é sobre um evento local não relacionado.",1
"O post tem um título atrativo, mas o conteúdo é pobre e não relacionado.",1
"A imagem foi usada fora de contexto para ilustrar uma matéria com a qual não tem ligação.",1
"O título promete uma solução milagrosa, mas o texto é apenas um anúncio.",1
"A legenda da imagem é enganosa e não corresponde à verdade dos fatos.",1
"O título da matéria é uma pergunta que o texto não responde.",1
"A imagem e a legenda não se correspondem, criando uma falsa impressão.",1
"O título é uma afirmação forte que o conteúdo da matéria não consegue provar.",1
"A foto foi usada para ilustrar a matéria, mas não é do evento em questão.",1
"O título é clickbait. O conteúdo é decepcionante e não relacionado.",1
"A legenda da foto é falsa e foi criada para gerar indignação.",1
"A chamada da matéria é uma isca para um conteúdo que não tem a ver com o título.",1
"O título e a imagem são desconexos do texto. É uma estratégia para enganar.",1
"A foto é de um protesto antigo, mas está sendo usada em uma notícia atual.",1
"O post usa um título chamativo para um conteúdo que não tem relevância.",1
"A imagem foi tirada de um filme e usada como se fosse real.",1
"O título promete uma fofoca que não é contada no texto.",1
"A legenda da imagem é inventada e não tem relação com a foto.",1
"O título da matéria não tem nada a ver com o conteúdo. É pura enganação.",1
"A imagem foi usada para chocar, mas não tem relação com os fatos.",1
"O título é uma isca para cliques. O conteúdo é fraco e não entrega o prometido.",1
"A legenda da foto foi alterada para criar uma narrativa falsa.",1
"A chamada da matéria é enganosa e não corresponde ao texto.",1
"O título e a imagem foram usados para criar uma falsa impressão e gerar engajamento.",1
"A foto é ilustrativa, mas a legenda dá a entender que é do evento noticiado.",1
"O post tem um título sensacionalista, mas o conteúdo é vago.",1
"A imagem não tem relação com a notícia, foi usada para atrair a atenção.",1
"O título é uma promessa vazia. O conteúdo não tem relação com ele.",1
"A legenda da imagem cria uma história que não aconteceu.",1
"O título da matéria é enganoso e o texto é sobre outra coisa.",1
"A imagem é de um desastre natural em outro país, usada para ilustrar uma situação local.",1
"O título é uma isca. O conteúdo não tem a ver com a chamada.",1
"A legenda da foto é falsa e visa manipular a opinião do leitor.",1
"A chamada da matéria é uma farsa. O conteúdo é diferente.",1
"O título e a imagem não têm conexão com o texto. É uma técnica para enganar.",1
"A foto é de um exercício militar, mas a legenda fala em guerra.",1
"O post tem um título atraente, mas o conteúdo é irrelevante.",1
"A imagem é de um evento esportivo, mas a matéria fala de política.",1
"O título promete segredos que o texto não revela.",1
"A legenda da imagem é uma mentira descarada.",1
"O título da matéria é falso e o conteúdo é sobre um tema distinto.",1
"A imagem foi usada para ilustrar uma matéria sem nenhuma conexão com ela.",1
"O título é puro clickbait. O conteúdo não vale o clique.",1
"A legenda da foto é enganosa e cria uma narrativa falsa.",1
"A chamada da matéria não corresponde à realidade do texto.",1
"O título e a imagem foram combinados para criar uma mentira.",1
"A foto é de um evento social, mas a legenda fala em protesto.",1
"O post tem um título bombástico, mas o conteúdo é fraco.",1
"A imagem não tem relação com o fato noticiado.",1
"O título é uma isca e o conteúdo não tem relação.",1
"A legenda da imagem é falsa e foi criada para enganar.",1
"O título da matéria não condiz com o texto.",1
"A imagem foi usada para gerar engajamento, mas não tem a ver com a notícia.",1
"O título é enganoso. O conteúdo é outro.",1
"A legenda da foto é uma mentira.",1
"A chamada da matéria é falsa. O texto não corresponde.",1
"O título e a imagem não têm conexão.",1
"A foto é de um filme, não de um evento real.",1
"O post tem um título sensacionalista e conteúdo irrelevante.",1
"A imagem não tem a ver com a notícia.",1
"O título é uma isca para cliques.",1
"A legenda da imagem é falsa.",1
"O título da matéria é enganoso.",1
"A imagem foi usada fora de contexto.",1
"O título não corresponde ao conteúdo.",1
"A legenda da foto é inventada.",1
"A chamada da matéria é uma isca.",1
"O título e a imagem são desconexos.",1
"A foto é de um evento diferente.",1
"O post tem um título atraente e conteúdo pobre.",1
"A imagem não ilustra a notícia.",1
"O título é uma promessa não cumprida.",1
"A legenda da imagem é enganosa.",1
"O título da matéria não é verdadeiro.",1
"A imagem e a legenda criam uma falsa impressão.",1
"O título é uma afirmação não comprovada.",1
"A foto não é do evento em questão.",1
"O título é clickbait e o conteúdo é fraco.",1
"A legenda da foto é manipulada.",1
"A chamada da matéria é enganosa.",1
"O título e a imagem são uma farsa.",1
"A foto é de um evento pacífico, mas a legenda fala em violência.",1
"A foto de capa foi usada como isca, mas o texto não tem nenhuma relação com ela.",1
"O título alarmista não se confirma no conteúdo da matéria, que é sobre outro assunto.",1
"A imagem e a manchete criam uma conexão inexistente para gerar cliques.",1
"Preste atenção: a legenda da foto narra um evento, mas a foto é de outro completamente diferente.",1
"Esta é uma tática de 'clickbait': a chamada é forte, mas o conteúdo é fraco e desconexo.",1
"A miniatura do vídeo (thumbnail) é enganosa e não representa o que é mostrado.",1
"O título fala de 'polêmica', mas o corpo do texto é apenas informativo e genérico.",1
"A foto de uma tragédia é usada para 'ilustrar' uma notícia sem nenhuma relação.",1
"A legenda associa a imagem a uma teoria da conspiração, mas a foto é de um evento banal.",1
"O link promete uma notícia bombástica, mas redireciona para um site de vendas.",1
"O título sugere uma cura milagrosa, mas o texto fala apenas de hábitos saudáveis genéricos.",1
"A imagem chocante não tem a ver com o fato, sendo usada apenas para prender a atenção.",1
"A matéria usa um título com o nome de uma celebridade, mas o texto mal a menciona.",1
"A legenda afirma que a foto é recente, mas uma busca reversa mostra que ela é antiga e de outro contexto.",1
"A manchete cria uma expectativa de um grande anúncio que não se concretiza no texto.",1
"Esta publicação usa dados verdadeiros de forma seletiva para levar a uma conclusão falsa e tendenciosa.",2
"A estatística apresentada está correta, mas a interpretação dela no texto é manipuladora e parcial.",2
"O post omite informações cruciais para distorcer a percepção dos fatos e favorecer um lado.",2
"A citação utilizada é real, mas foi tirada de contexto para alterar seu sentido original e prejudicar alguém.",2
"A imagem é autêntica, mas a forma como é apresentada induz a uma interpretação equivocada dos acontecimentos.",2
"Este conteúdo mistura fatos com opiniões para confundir o leitor e fazê-lo acreditar em uma mentira.",2
"A reportagem foca em um aspecto da verdade para esconder o quadro geral e manipular a opinião pública.",2
"Os dados foram apresentados de maneira a supervalorizar um ponto de vista específico e desmerecer os outros.",2
"A publicação utiliza uma foto real para ilustrar uma história que não é verdadeira, mas que parece plausível.",2
"O texto manipula informações verídicas para construir uma narrativa enganosa e que se encaixa em uma agenda.",2
"A seleção de depoimentos nesta matéria é parcial e visa reforçar um único argumento, ignorando a diversidade de opiniões.",2
"O gráfico mostrado é preciso, mas a análise que o acompanha é tendenciosa e leva a conclusões erradas.",2
"A matéria usa uma informação verdadeira como premissa para desenvolver uma argumentação falsa e sem lógica.",2
"A forma como os fatos são organizados nesta publicação leva a uma interpretação distorcida e maliciosa.",2
"A postagem usa uma linguagem carregada de emoção para manipular a percepção de informações reais.",2
"A imagem é de um protesto, mas a legenda a associa a um evento diferente para enganar e criar confusão.",2
"O uso de adjetivos e advérbios neste texto direciona a interpretação do leitor para um lado da história.",2
"A matéria apresenta apenas os dados que confirmam sua tese, ignorando os que a contradizem. Isso é desonestidade.",2
"A publicação explora uma brecha na informação para criar uma narrativa enganosa e que se espalha rapidamente.",2
"O conteúdo é factualmente correto em partes, mas a conclusão geral é falsa e visa enganar o leitor.",2
"A matéria usa uma verdade para contar uma grande mentira. É uma forma sutil de desinformação.",2
"O post seleciona apenas as informações que interessam para construir um argumento falacioso.",2
"A imagem é real, mas a legenda que a acompanha é completamente falsa e enganosa.",2
"A matéria distorce fatos reais para criar uma narrativa que apoia uma determinada ideologia.",2
"O uso de meias-verdades é a estratégia principal desta publicação para enganar.",2
"A publicação omite o contexto para que a informação, embora verdadeira, seja interpretada de forma errada.",2
"O texto usa de insinuações e ambiguidades para levar o leitor a uma conclusão falsa.",2
"A matéria apresenta uma correlação como se fosse uma relação de causa e efeito, o que é falso.",2
"A publicação usa uma linguagem alarmista para descrever dados que, na realidade, não são preocupantes.",2
"O post utiliza uma foto de um evento para representar outro, com o objetivo de manipular a percepção.",2
"A matéria usa um fato verdadeiro e o exagera para criar uma história mais impactante e enganosa.",2
"A publicação usa uma foto de um ângulo específico para dar uma impressão falsa da situação.",2
"O texto mistura informações verdadeiras com boatos para dar mais credibilidade à mentira.",2
"A matéria usa o depoimento de uma pessoa para generalizar uma situação que é isolada.",2
"A publicação usa um jargão técnico de forma errada para parecer mais confiável e enganar.",2
"O post apresenta uma opinião como se fosse um fato consumado e indiscutível.",2
"A matéria usa uma imagem antiga e a apresenta como se fosse recente para enganar o público.",2
"A publicação tira uma frase de uma entrevista de seu contexto original para criar uma polêmica.",2
"O texto manipula dados estatísticos para que eles se ajustem à narrativa que se quer contar.",2
"A matéria usa uma foto de um evento feliz para ilustrar uma tragédia, confundindo o leitor.",2
"A publicação usa o medo das pessoas para espalhar informações enganosas sobre saúde.",2
"O texto usa uma linguagem vaga e imprecisa para que cada um interprete como quiser, gerando confusão.",2
"A matéria omite a fonte da informação para que não seja possível checar sua veracidade.",2
"A publicação apresenta um caso particular como se fosse uma regra geral, o que é uma falácia.",2
"O post usa uma imagem de um filme ou série como se fosse um registro real de um acontecimento.",2
"A matéria usa a foto de uma pessoa e a acusa de um crime que ela não cometeu.",2
"A publicação edita uma declaração para que ela pareça dizer o oposto do que foi dito.",2
"O texto usa informações desatualizadas como se fossem atuais para provar um ponto.",2
"A matéria usa uma foto de um produto para promover outro, de qualidade inferior.",2
"A publicação cria uma falsa equivalência entre dois argumentos, um deles sem base nenhuma.",2
"O texto usa um título afirmativo para uma informação que é apenas um boato.",2
"A matéria usa uma foto de um desastre natural para pedir doações para uma campanha falsa.",2
"A publicação usa a imagem de uma pessoa doente para promover um remédio falso.",2
"O texto usa a tática de 'jogar a isca e trocar', prometendo uma coisa e entregando outra.",2
"A matéria usa uma foto de uma manifestação para dizer que foi maior do que realmente foi.",2
"A publicação usa uma foto de um animal para contar uma história triste que não é verdadeira.",2
"O texto usa a compaixão das pessoas para espalhar uma história falsa e comovente.",2
"A matéria usa a foto de uma criança para pedir ajuda financeira para um caso que não existe.",2
"A publicação usa uma foto de um famoso para promover um produto que ele não usa.",2
"O texto usa a autoridade de um especialista para validar uma informação que é falsa.",2
"A matéria usa um selo de uma instituição de caridade para aplicar um golpe.",2
"A publicação usa uma foto de um acidente para alertar sobre um perigo que não existe.",2
"O texto usa a esperança das pessoas para vender um produto que não funciona.",2
"A matéria usa a foto de um político para criar uma montagem e espalhar uma mentira.",2
"A publicação usa uma foto de um lugar para dizer que está à venda, quando não está.",2
"O texto usa a curiosidade das pessoas para fazê-las clicar em um link malicioso.",2
"A matéria usa uma foto de um prato de comida para dizer que é de um restaurante, mas não é.",2
"A publicação usa uma foto de um animal exótico para dizer que ele foi encontrado na cidade.",2
"O texto usa a fé das pessoas para espalhar uma mensagem religiosa falsa.",2
"A matéria usa uma foto de um casamento para contar uma história de traição que não aconteceu.",2
"A publicação usa uma foto de uma casa para alugar que não existe.",2
"O texto usa a preocupação dos pais para espalhar um boato sobre a segurança nas escolas.",2
"A matéria usa uma foto de um carro para vender um que está em piores condições.",2
"A publicação usa uma foto de uma pessoa para criar um perfil falso em uma rede social.",2
"O texto usa a vontade das pessoas de emagrecer para vender um produto ineficaz e perigoso.",2
"A matéria usa uma foto de uma viagem para aplicar um golpe de venda de pacotes turísticos.",2
"A publicação usa uma foto de um objeto de valor para anunciar um leilão falso.",2
"O texto usa a necessidade das pessoas de encontrar um emprego para oferecer vagas falsas.",2
"A matéria usa uma foto de um artista para divulgar um show que não vai acontecer.",2
"A publicação usa uma foto de um evento para vender ingressos falsos.",2
"O texto usa a inocência das crianças para espalhar um desafio perigoso na internet.",2
"A matéria usa uma foto de um animal abandonado para arrecadar dinheiro que não será usado para ajudá-lo.",2
"A publicação usa uma foto de uma pessoa idosa para pedir ajuda financeira para um caso falso.",2
"O texto usa a solidariedade das pessoas para pedir doações para uma causa que não existe.",2
"A matéria usa uma foto de um bebê para contar uma história triste e falsa.",2
"A publicação usa uma foto de uma pessoa desaparecida que já foi encontrada.",2
"O texto usa a imagem de uma figura histórica para atribuir a ela uma citação falsa.",2
"A matéria usa uma foto de um protesto em um país para dizer que foi em outro.",2
"A publicação usa uma foto de um fenômeno natural para criar um alarme falso.",2
"O texto usa a imagem de um cientista para promover uma teoria sem base científica.",2
"A matéria usa uma foto de um alimento para dizer que ele tem propriedades que não tem.",2
"A publicação usa uma foto de um lugar para dizer que ele é mal-assombrado.",2
"O texto usa a imagem de uma pessoa famosa para dizer que ela morreu, quando não é verdade.",2
"A matéria usa uma foto de um animal para dizer que ele é de uma espécie que não existe.",2
