text,subcategory
"A publicação usa uma foto de uma planta para dizer que ela é venenosa, quando não é.",2
"O texto usa a imagem de uma moeda para dizer que ela vale muito dinheiro, quando não vale.",2
"A matéria usa uma foto de um documento para dizer que ele é verdadeiro, quando é falso.",2
"A publicação usa uma foto de uma obra de arte para dizer que ela foi roubada, quando não foi.",2
"O texto usa a imagem de uma pessoa para dizer que ela é procurada pela polícia, quando não é.",2
"A matéria usa uma foto de um objeto para dizer que ele é antigo, quando é novo.",2
"A publicação usa uma foto de uma pessoa para dizer que ela ganhou na loteria, quando não ganhou.",2
"O texto usa a imagem de um carro para dizer que ele está sendo sorteado, quando não está.",2
"A matéria usa uma foto de uma casa para dizer que ela está sendo doada, quando não está.",2
"A publicação usa uma foto de um animal para dizer que ele está para adoção, quando não está.",2
"O texto usa a imagem de uma pessoa para dizer que ela precisa de um transplante de órgão, quando não precisa.",2
"A matéria usa uma foto de uma criança para dizer que ela está perdida, quando não está.",2
"A publicação usa uma foto de uma pessoa para dizer que ela está oferecendo um serviço, quando não está.",2
"O texto usa a imagem de um produto para dizer que ele é gratuito, quando não é.",2
"A matéria usa uma foto de um evento para dizer que ele é aberto ao público, quando não é.",2
"A publicação usa uma foto de um lugar para dizer que ele está interditado, quando não está.",2
"O texto usa a imagem de uma pessoa para dizer que ela está dando uma palestra, quando não está.",2
"A matéria usa uma foto de um animal para dizer que ele é agressivo, quando não é.",2
"A publicação usa uma foto de uma planta para dizer que ela cura doenças, quando não cura.",2
"O texto usa a imagem de uma moeda para dizer que ela é rara, quando não é.",2
"A matéria usa uma foto de um documento para dizer que ele é secreto, quando não é.",2
"A publicação usa uma foto de uma obra de arte para dizer que ela é falsa, quando é verdadeira.",2
"O texto usa a imagem de uma pessoa para dizer que ela é um herói, quando não é.",2
"A matéria usa uma foto de um objeto para dizer que ele é mágico, quando não é.",2
"A publicação usa uma foto de uma pessoa para dizer que ela é um vilão, quando não é.",2
"O texto usa a imagem de um carro para dizer que ele é o mais rápido do mundo, quando não é.",2
"A matéria usa uma foto de uma casa para dizer que ela é a mais cara do mundo, quando não é.",2
"A publicação usa uma foto de um animal para dizer que ele é o maior do mundo, quando não é.",2
"O texto usa a imagem de uma pessoa para dizer que ela é a mais inteligente do mundo, quando não é.",2
"A matéria usa uma foto de uma criança para dizer que ela é um gênio, quando não é.",2
"A publicação usa uma foto de uma pessoa para dizer que ela é a mais bonita do mundo, quando não é.",2
"O post apresenta dados reais, mas omite o denominador, distorcendo a proporção do fato.",2
"A matéria usa uma citação parcial para inverter o sentido do que foi dito originalmente.",2
"A imagem é real, mas a legenda tendenciosa induz o leitor a uma interpretação errada.",2
"A publicação mistura fatos comprovados com opiniões pessoais para validar um argumento.",2
"A estatística é usada de forma desonesta, comparando períodos de tempo diferentes para forçar uma conclusão.",2
"O texto destaca apenas os pontos negativos de um relatório, ignorando os positivos.",2
"A foto de uma pessoa em um evento é usada para falsamente associá-la aos organizadores.",2
"O post usa uma verdade (um projeto de lei existe) para espalhar uma mentira (ele já foi aprovado).",2
"A matéria usa uma linguagem emotiva para fazer com que dados neutros pareçam alarmantes.",2
"A conclusão do artigo não deriva logicamente das premissas apresentadas, que são fatos reais.",2
"O gráfico usa uma escala truncada para fazer uma pequena variação parecer uma mudança drástica.",2
"A publicação usa um fato científico e o extrapola para uma conclusão pseudocientífica.",2
"Omitir a margem de erro de uma pesquisa é uma forma de apresentar o dado como mais preciso do que ele é.",2
"A reportagem usa o depoimento de uma única pessoa para invalidar um consenso científico.",2
"O post usa uma imagem real de um produto para ilustrar uma falsificação vendida online.",2
"Esta informação, embora verdadeira, refere-se a um evento que ocorreu anos atrás e está sendo apresentada como atual.",3
"A citação foi retirada de seu contexto original, o que altera completamente seu significado e intenção.",3
"A imagem é real, mas pertence a um local e data diferentes dos mencionados na postagem, criando uma narrativa falsa.",3
"O vídeo é autêntico, mas está sendo apresentado como se fosse de um acontecimento recente, o que não é verdade.",3
"A declaração foi feita em uma situação específica que não é mencionada, mudando sua interpretação e impacto.",3
"Este post reaproveita uma notícia antiga como se fosse um fato novo, gerando confusão e desinformação.",3
"A fala da pessoa pública foi cortada e editada para parecer que ela disse algo que nunca disse na íntegra.",3
"A foto é de um evento pacífico, mas foi usada para ilustrar uma matéria sobre violência, distorcendo a realidade.",3
"A informação verdadeira foi aplicada a um cenário completamente diferente para enganar e manipular opiniões.",3
"O costume ou lei mencionado é real, mas de outro país, não do que se alega na publicação. É uma descontextualização geográfica.",3
"O vídeo foi gravado em outro contexto e a legenda atual cria uma narrativa falsa sobre o que está acontecendo.",3
"A postagem omite o contexto histórico, levando a uma má interpretação do fato e de suas causas.",3
"A imagem é de um exercício de treinamento, mas foi divulgada como se fosse um conflito real para gerar pânico.",3
"A notícia é verídica, mas está sendo usada para explicar um problema atual com o qual não tem relação direta.",3
"A declaração foi feita em resposta a uma pergunta específica que foi omitida na publicação, alterando o sentido.",3
"O trecho do documento é autêntico, mas o restante do texto, que o contextualiza, foi suprimido para enganar.",3
"Esta postagem pega um fato isolado e o apresenta como se fosse uma tendência generalizada, o que é falso.",3
"A foto é de uma enchente em outra cidade e está sendo usada para ilustrar a situação local de forma enganosa.",3
"A fala foi traduzida de forma incorreta, perdendo seu contexto e significado originais e criando um mal-entendido.",3
"A informação é verdadeira, mas a data foi alterada para que parecesse mais recente e relevante.",3
"Este vídeo de uma multidão é de um show de música, mas está sendo usado como se fosse um protesto político.",3
"A imagem de um político cumprimentando outro de um partido rival é antiga, mas usada para sugerir uma aliança atual.",3
"O áudio é de uma entrevista antiga, mas está sendo compartilhado como se fosse uma declaração recente.",3
"A estatística sobre criminalidade é real, mas se refere a uma década passada e não à situação atual.",3
"O post mostra uma prateleira de supermercado vazia de outro país para criar pânico sobre desabastecimento local.",3
"A foto de um animal ferido é real, mas não foi causada pelo evento que a postagem alega.",3
"A notícia sobre o fechamento de uma empresa é verdadeira, mas aconteceu há vários anos, não agora.",3
"O vídeo de uma briga é real, mas ocorreu em um contexto totalmente diferente do que a legenda sugere.",3
"A citação de um cientista é precisa, mas se referia a um estudo preliminar que mais tarde foi refutado.",3
"A imagem de uma fila de pessoas é para a compra de ingressos, não para receber ajuda humanitária como diz o post.",3
"A notícia sobre a descoberta de uma cura é de um estudo em fase inicial em animais, não em humanos como se alega.",3
"O vídeo de uma estrutura desabando é de uma demolição controlada, não de um acidente.",3
"A imagem de lixo na praia é real, mas foi tirada após um feriado, não em um dia comum como a legenda afirma.",3
"A declaração de um líder mundial foi feita em um contexto diplomático específico que foi completamente ignorado.",3
"A foto de um hospital lotado é de antes da pandemia, mas está sendo usada para criticar a gestão atual da saúde.",3
"O post usa um clipe de um filme de ficção científica para 'provar' a existência de OVNIs.",3
"A notícia sobre um recall de veículos é verdadeira, mas para um modelo que não é vendido neste país.",3
"O vídeo de um policial agindo de forma violenta é de outro país e de outro período.",3
"A imagem de uma criança chorando é de um contexto familiar, não de uma zona de guerra como se afirma.",3
"O post mostra um gráfico sobre desemprego de um período de crise econômica passada como se fosse atual.",3
"A notícia sobre um alerta meteorológico é real, mas para uma região completamente diferente.",3
"O vídeo que mostra um produto 'milagroso' é de uma demonstração controlada, não de uso real.",3
"A foto de uma rua alagada é de uma monção em um país asiático, não de uma chuva de verão local.",3
"A citação de um livro foi cortada para remover a parte que contradiz a interpretação da postagem.",3
"O post sobre um benefício social se refere a uma proposta que foi rejeitada, não a uma lei em vigor.",3
"A imagem de um rio poluído é real, mas não é do rio que a publicação menciona.",3
"O vídeo de celebração nas ruas é de uma final de campeonato de futebol, não de uma eleição.",3
"A notícia sobre a queda de um avião é verdadeira, mas de um acidente que ocorreu há muitos anos.",3
"A foto de uma pessoa detida está sendo usada para incriminá-la por um crime diferente do que ela cometeu.",3
"O post usa dados de uma pesquisa de opinião de um instituto não confiável e de um ano anterior.",3
"A imagem de uma casa destruída é de um furacão em outra parte do mundo.",3
"O vídeo de um discurso foi editado para remover o 'não', mudando completamente o sentido da frase.",3
"A notícia sobre o aumento de um imposto é de outro país, não do nosso.",3
"A foto de um documento oficial é real, mas se refere a um procedimento administrativo rotineiro, não a um escândalo.",3
"O post usa uma foto de um ator em um papel de médico para promover um tratamento sem base científica.",3
"A notícia sobre a proibição de um alimento é verdadeira, mas se aplica a aditivos específicos, não ao alimento em si.",3
"O vídeo de um suposto 'milagre' é de um truque de mágica conhecido.",3
"A imagem de um político em um evento religioso é de anos atrás, usada agora para questionar sua laicidade.",3
"O post sobre os perigos de uma vacina usa dados de um estudo que foi retirado por fraude.",3
"A notícia sobre a falência de um banco é de 2008, não tem relação com a situação econômica atual.",3
"A foto de um abraço entre líderes de nações rivais é de um encontro protocolar, não de uma aliança política.",3
"O vídeo que mostra um 'fantasma' é, na verdade, um reflexo na janela.",3
"A notícia sobre um novo vírus é real, mas ele afeta apenas plantas, não humanos.",3
"A foto de um cardápio com preços exorbitantes é de um resort de luxo em outro país, não de um restaurante local.",3
"O post sobre uma 'nova lei de trânsito' é, na verdade, um projeto de lei que não foi aprovado.",3
"A imagem de um satélite caindo na Terra é, na verdade, a reentrada de lixo espacial controlada.",3
"O vídeo de um animal 'falando' é uma dublagem humorística, não um fenômeno real.",3
"A notícia sobre a prisão de uma figura pública é de um processo antigo que já foi resolvido.",3
"A foto de uma plantação sendo destruída é de uma praga que ocorreu em outra região agrícola.",3
"O post usa uma imagem de uma simulação de acidente para dizer que o acidente realmente aconteceu.",3
"A notícia sobre a descoberta de uma nova espécie é real, mas a foto que a ilustra é de outra criatura.",3
"O vídeo de um vulcão em erupção é de um evento que ocorreu há uma década em outro continente.",3
"A imagem de um céu com cores estranhas é resultado de um filtro de aplicativo, não de poluição.",3
"O post sobre o fechamento de um hospital é verdadeiro, mas trata-se da ala de um hospital, não da instituição inteira.",3
"A notícia sobre a morte de um ator famoso é um boato antigo que ressurge periodicamente.",3
"A foto de um iceberg gigante perto de uma cidade é uma montagem, a foto original não tem o iceberg.",3
"O vídeo de golfinhos em um rio é real, mas em um rio na Europa, não no Brasil.",3
"A notícia sobre um asteroide em rota de colisão com a Terra é de um objeto que passou a uma distância segura.",3
"A foto de uma lua gigante no horizonte é uma composição de imagens, não uma foto real.",3
"O post sobre uma 'chuva de aranhas' é de um fenômeno de migração que ocorre em locais específicos e não é perigoso.",3
"A notícia sobre um estudo que 'prova' algo é, na verdade, um artigo de opinião sem dados empíricos.",3
"A foto de uma pessoa com uma doença de pele rara está sendo usada para promover um remédio falso.",3
"O vídeo de um suposto ataque terrorista é, na verdade, uma cena de um filme de ação.",3
"A notícia sobre a 'proibição do PIX' é sobre uma regra específica de segurança, não sobre o fim do sistema.",3
"A foto de um soldado chorando é de sua volta para casa, não de sua ida para a guerra.",3
"O post sobre o cancelamento de um concurso público se refere a um edital de outra cidade.",3
"A imagem de um 'chip da besta' é, na verdade, um microchip de identificação para animais de estimação.",3
"O vídeo de uma 'cidade fantasma' é de um set de filmagem abandonado.",3
"A notícia sobre a eficácia de um tratamento alternativo se baseia em depoimentos, não em estudos clínicos.",3
"A foto de um rio seco é de um período de seca de vários anos atrás, não da situação hídrica atual.",3
"O post sobre uma 'nova doença' é a descrição de sintomas de uma condição médica já conhecida.",3
"A imagem de uma criatura marinha estranha é de uma espécie que vive em águas profundas e não na costa.",3
"O vídeo de uma pessoa levitando é um truque de ilusionismo.",3
"A notícia sobre a descoberta de uma pirâmide na Amazônia é um boato antigo e sem fundamento.",3
"A foto de um político com um criminoso é de um evento público onde várias pessoas tiraram fotos com ele.",3
"O post sobre o 'fim do 13º salário' é sobre uma proposta isolada que não tem chance de ser aprovada.",3
"A imagem de um 'alimento de plástico' é de um item de mostruário em um restaurante asiático.",3
"O vídeo de uma explosão é de um acidente industrial antigo, não de um atentado recente.",3
"A notícia sobre a contaminação da água se refere a um caso isolado que já foi resolvido.",3
"A foto de um desmatamento é de outro país com florestas tropicais, não do Brasil.",3
"O post sobre os 'benefícios' de não se vacinar ignora todo o consenso científico sobre o assunto.",3
"A imagem de uma criança trabalhando é de um país com legislação trabalhista diferente, de décadas atrás.",3
"O vídeo de um 'OVNI' é, na verdade, um drone com luzes de LED.",3
"A notícia sobre a cura do câncer se refere a um tipo muito específico de tumor, não a todos.",3
"A foto de um policial ajudando um manifestante é um evento isolado em um protesto que teve momentos de tensão.",3
"O post sobre a 'nova ordem mundial' usa símbolos antigos e fora de contexto para criar uma teoria da conspiração.",3
"A imagem de uma ponte desabando é de uma demolição programada.",3
"O vídeo de uma pessoa sendo 'curada' em um culto religioso não tem comprovação médica.",3
"A notícia sobre a descoberta de uma cidade perdida é baseada em especulações, não em evidências arqueológicas.",3
"A foto de um animal em um ambiente urbano é uma montagem.",3
"O post sobre uma 'invasão' de imigrantes usa imagens de uma crise de refugiados em outra parte do mundo.",3
"A imagem de uma 'fruta gigante' é resultado de uma técnica de fotografia de perspectiva forçada.",3
"O vídeo de um suposto 'lobisomem' é de uma campanha de marketing viral.",3
"A notícia sobre a proibição de um videogame é de outro país com leis de censura mais rígidas.",3
"A foto de um céu apocalíptico é de uma tempestade de areia em uma região desértica.",3
"O post sobre a 'ideologia de gênero' nas escolas distorce materiais didáticos e propostas pedagógicas.",3
"A imagem de um suposto 'chupa-cabra' é de um animal com sarna.",3
"O vídeo de um político fazendo uma declaração polêmica é antigo e de um contexto completamente diferente.",3
"A notícia sobre os riscos de um alimento popular omite informações sobre o consumo moderado.",3
"A foto de um 'rio de sangue' é de um rio poluído por um corante industrial inofensivo.",3
"O post sobre a 'terra plana' ignora séculos de evidências científicas.",3
"A imagem de um 'anjo' no céu é um fenômeno óptico conhecido como pareidolia.",3
"O vídeo de um 'milagre' da natureza é um lapso de tempo (time-lapse) de um processo natural.",3
"A notícia sobre a descoberta de vida em Marte é sobre a descoberta de possíveis bioassinaturas, não de seres vivos.",3
"A foto de um político em uma situação comprometedora é de uma festa à fantasia.",3
"O post sobre os 'perigos do 5G' não tem nenhuma base científica.",3
"A imagem de um 'esqueleto de gigante' é de um concurso de Photoshop.",3
"O vídeo de um 'portal' se abrindo no céu é um efeito especial de um vídeo amador.",3
"A notícia sobre a 'memória da água' é sobre uma teoria pseudocientífica sem comprovação.",3
"A foto de um 'carro voador' é de um protótipo que ainda não está em produção.",3
"O post sobre a 'cura quântica' usa termos científicos fora de contexto para promover uma terapia sem eficácia.",3
"A imagem de um 'bebê com duas cabeças' é uma montagem.",3
"O vídeo de um 'tsunami' em um lago é de um fenômeno natural raro e localizado, não de uma catástrofe iminente.",3
"A notícia sobre a 'telepatia' ser comprovada cientificamente é falsa.",3
"A foto de um 'círculo de fadas' é de um fenômeno natural causado por fungos.",3
"O post sobre 'energia livre' é sobre uma teoria que viola as leis da termodinâmica.",3
"A imagem de uma 'sereia' encontrada na praia é uma escultura.",3
"Este vídeo de uma briga é real, mas aconteceu em outro país, não na cidade mencionada.",3
"A foto do político é autêntica, mas foi tirada anos antes do escândalo ao qual está sendo associada.",3
"A declaração foi feita em tom de ironia, mas o post a apresenta como uma afirmação literal.",3
"A notícia sobre o fechamento de lojas é verdadeira, mas se refere a uma reestruturação da empresa, não à falência.",3
"O vídeo de uma celebração está sendo usado para representar um protesto, mudando totalmente seu significado.",3
"Esta lei realmente existe, mas se aplica a uma situação muito específica e não da forma generalizada como o post sugere.",3
"A imagem de um rio poluído é real, mas de um incidente que ocorreu há uma década e já foi resolvido.",3
"A fala foi traduzida de forma literal, perdendo as nuances culturais e o sentido original.",3
"Este post mostra uma prática cultural de outro povo como se fosse algo bizarro e sem explicação.",3
"A foto de um hospital lotado é de um filme, mas está sendo usada para criticar o sistema de saúde.",3
"A regra mencionada se aplica a militares em serviço, não à população civil como o post alega.",3
"O documento apresentado é real, mas é apenas um rascunho de uma proposta que nunca foi adiante.",3
"A foto da prateleira vazia é de um dia antes de um feriado, não um sinal de desabastecimento.",3
"A citação é de um personagem de ficção de um livro, mas está sendo atribuída ao autor como sua opinião pessoal.",3
"O vídeo do desastre natural é real, mas a narração em áudio foi adicionada posteriormente e contém informações falsas.",3
"Este perfil se passa por um jornalista conhecido para espalhar informações falsas e ganhar notoriedade.",4
"O site que publicou esta notícia imita a aparência de um portal de notícias famoso para enganar os leitores.",4
"A conta que compartilhou este conteúdo não é a oficial da instituição que alega representar. Verifique o selo de verificação.",4
"Este e-mail parece ser de uma organização legítima, mas é uma tentativa de fraude (phishing) para roubar seus dados.",4
"A publicação utiliza o nome e a foto de uma pessoa pública sem autorização para dar credibilidade a uma mentira.",4
"Este 'comunicado oficial' não foi divulgado nos canais oficiais da empresa. É uma farsa.",4
"A página que está divulgando a promoção não é a página real da marca. Desconfie de ofertas muito boas.",4
"Este perfil foi criado recentemente e se passa por uma autoridade no assunto para enganar e vender produtos falsos.",4
"O logotipo utilizado nesta publicação é uma imitação do original, para ludibriar o leitor desatento.",4
"Cuidado: o endereço do site é muito parecido com o de um veículo de imprensa confiável, mas não é o mesmo (typosquatting).",4
"A pessoa que enviou esta mensagem está se passando por um funcionário de uma instituição financeira para pedir seus dados.",4
"A publicação cita uma 'fonte interna' que não existe para dar um ar de legitimidade à mentira e ao boato.",4
"Este perfil se apropria da identidade visual de um órgão governamental para disseminar desinformação e pânico.",4
"A entrevista que está sendo compartilhada nunca aconteceu e foi criada para se parecer com o formato de um programa conhecido.",4
"O 'especialista' citado nesta matéria não possui as credenciais que alega ter. É uma fraude.",4
"A conta que está promovendo este produto não é a representante oficial da marca no país.",4
"O selo de 'verificado' nesta página é falso e foi inserido na imagem de perfil para enganar os seguidores.",4
"A publicação atribui a autoria da frase a uma personalidade famosa que nunca a proferiu para dar peso ao argumento.",4
"O suposto 'documento vazado' foi criado para se parecer com um documento oficial, mas é uma farsa completa.",4
"Este perfil utiliza táticas de engenharia social para se passar por alguém de confiança e obter informações suas.",4
"A mensagem de WhatsApp que você recebeu não é de um amigo, mas de um golpista que clonou o número dele.",4
"O site de comércio eletrônico tem um design idêntico ao de uma loja famosa, mas é uma página falsa para roubar dados de cartão de crédito.",4
"A pessoa que ligou se passando por um pesquisador de um instituto de pesquisa era um golpista.",4
"O 'movimento social' que organiza o protesto é, na verdade, uma fachada criada por um grupo com outros interesses.",4
"O e-mail do 'suporte técnico' pedindo sua senha é falso. Empresas legítimas nunca pedem sua senha.",4
"A conta no Twitter que critica um político não é de um cidadão comum, mas um bot disfarçado.",4
"A 'agência de notícias' que divulgou o furo é um site de desinformação com nome parecido ao de uma agência real.",4
"O 'médico' que promove uma cura milagrosa nas redes sociais teve seu registro cassado.",4
"A mensagem de SMS oferecendo um prêmio em nome de uma empresa é um golpe.",4
"O perfil que pede doações para uma criança doente não é da família da criança e o dinheiro não chegará a ela.",4
"O site que oferece investimentos com lucros altíssimos se passa por uma corretora, mas é um esquema de pirâmide.",4
"O 'jornalista' que assina a matéria não existe e a foto de perfil é de um banco de imagens.",4
"A 'instituição de caridade' que pede sua ajuda não tem registro e é uma fraude.",4
"O aplicativo que você baixou se passa por um jogo popular, mas é um malware para roubar seus dados.",4
"A 'pesquisa científica' citada foi publicada em uma revista predatória, que não faz revisão por pares.",4
"O perfil que te adicionou se passa por um parente distante, mas é um golpista.",4
"A 'consultoria' que oferece limpar seu nome é uma empresa fantasma.",4
"O 'agente de recrutamento' que entrou em contato pelo LinkedIn não trabalha na empresa que diz representar.",4
"O site que vende ingressos para um show se parece com o oficial, mas é falso.",4
"A 'organização não governamental' que critica uma política pública foi criada por um lobby do setor interessado.",4
"O e-mail que parece ser da Receita Federal com um link para 'regularizar seu CPF' é um golpe.",4
"A conta que comenta em várias publicações se passando por um especialista é, na verdade, um perfil falso para manipular a discussão.",4
"O 'advogado' que oferece ajuda em um grupo de discussão não tem registro na OAB.",4
"O site de notícias locais é, na verdade, mantido por um grupo político para atacar adversários.",4
"A 'testemunha' do evento que deu entrevista a vários veículos é um ator contratado.",4
"O perfil de uma bela mulher que te adicionou é um 'catfish', um perfil falso usado para aplicar golpes.",4
"A 'loja' no Instagram que vende produtos importados não entrega as mercadorias.",4
"O 'líder comunitário' que fala em nome do bairro não foi eleito nem tem representatividade.",4
"A 'clínica de estética' que oferece procedimentos a preços baixos não tem autorização da vigilância sanitária.",4
"O 'professor universitário' que defende uma teoria conspiratória não tem vínculo com a universidade que alega.",4
"O e-mail de 'confirmação de compra' de um produto que você não comprou é uma isca para você clicar em um link malicioso.",4
"A conta que se passa por um 'hacker ético' e ameaça vazar seus dados é de um extorsionário.",4
"O 'instituto de pesquisa' que divulgou a enquete eleitoral não é registrado no Tribunal Superior Eleitoral.",4
"O 'fundo de investimento' que promete rendimentos garantidos é uma fraude.",4
"O 'coach' que vende fórmulas para o sucesso não tem nenhuma formação na área.",4
"A 'agência de viagens' que oferece pacotes muito baratos é uma empresa de fachada.",4
"O 'sindicato' que convoca uma greve não representa a categoria.",4
"A 'ONG de direitos humanos' que denuncia uma violação é financiada por um governo estrangeiro com interesses geopolíticos.",4
"O 'analista de mercado' que prevê uma crise iminente está a serviço de especuladores.",4
"O site que oferece 'crédito fácil' sem consulta ao SPC/Serasa é um golpe.",4
"O 'vidente' que prevê catástrofes nas redes sociais já errou todas as suas previsões.",4
"A 'associação de pacientes' que defende um medicamento é financiada pela indústria farmacêutica que o produz.",4
"O 'portal de notícias gospel' é, na verdade, um site de propaganda política disfarçada.",4
"O 'movimento pela liberdade de expressão' é, na verdade, um grupo que defende discursos de ódio.",4
"O 'especialista em segurança pública' que defende a violência policial nunca trabalhou na área.",4
"A 'página de fãs' de um artista é, na verdade, uma página de ódio contra um rival.",4
"O 'defensor dos animais' que pede doações já foi condenado por maus-tratos.",4
"A 'cooperativa habitacional' que vende terrenos baratos é um esquema de grilagem de terras.",4
"O 'portal da transparência' que você está acessando é uma cópia do site oficial, criada para enganar.",4
"O 'filantropo' que doa grandes quantias para causas sociais é um empresário que explora seus funcionários.",4
"A 'escola de idiomas' que oferece um método revolucionário é uma fraude.",4
"O 'grupo de cidadãos preocupados' é, na verdade, uma frente de uma empresa poluidora.",4
"O 'jornal do bairro' é financiado por um político local para autopromoção.",4
"A 'clínica de reabilitação' que promete curar o vício em drogas usa métodos violentos e ilegais.",4
"O 'site de checagem de fatos' é, na verdade, um site de desinformação que se disfarça para parecer confiável.",4
"O 'influenciador digital' que promove um estilo de vida saudável vende produtos que não são saudáveis.",4
"A 'empresa de segurança' que oferece proteção para sua casa é uma quadrilha que planeja assaltos.",4
"O 'líder indígena' que fala em um evento internacional não é reconhecido por sua comunidade.",4
"O 'think tank' que produz relatórios sobre economia é financiado por bancos para defender seus interesses.",4
"O 'portal de notícias sobre celebridades' inventa fofocas para ganhar cliques.",4
"A 'organização de ajuda humanitária' que atua em zonas de conflito é uma fachada para espionagem.",4
"O 'guia espiritual' que promete a iluminação é um charlatão que explora a fé das pessoas.",4
"A 'empresa de marketing multinível' que promete enriquecimento rápido é um esquema de pirâmide.",4
"O 'blog de viagens' que só elogia certos hotéis é pago por eles para fazer publicidade disfarçada.",4
"O 'analista político' que comenta na TV é pago por um partido político.",4
"A 'associação de consumidores' que recomenda um produto é patrocinada pela empresa que o fabrica.",4
"O 'portal de notícias sobre saúde' é mantido por uma empresa de planos de saúde para promover seus serviços.",4
"O 'movimento ambientalista' que protesta contra uma hidrelétrica é financiado por uma empresa de energia concorrente.",4
"O 'educador financeiro' que ensina a investir está, na verdade, recrutando pessoas para um golpe.",4
"A 'página de humor' que faz piadas sobre política é, na verdade, uma ferramenta de propaganda.",4
"O 'cidadão comum' que viralizou com um vídeo de opinião é um ator contratado por uma agência de marketing.",4
"A 'fonte do governo' que vazou a informação para a imprensa é, na verdade, o próprio governo querendo testar a reação do público.",4
"O 'site de comparação de preços' que você usou pertence a uma das lojas que ele 'compara', e por isso ela sempre parece mais barata.",4
"O 'grupo de mães' que alerta sobre os perigos de um produto infantil é financiado por uma empresa concorrente.",4
"O 'pastor' que pede dízimo pelo WhatsApp não pertence a nenhuma igreja.",4
"O 'policial' que te abordou na rua e pediu dinheiro para não te multar era um criminoso disfarçado.",4
"O 'fiscal da prefeitura' que foi à sua loja e pediu propina não era um funcionário público.",4
"O 'entregador' que pediu para você pagar a taxa de entrega novamente era um golpista.",4
"A 'babá' que você contratou pela internet não tinha as referências que apresentou.",4
"O 'mecânico' que disse que seu carro precisava de um conserto caro estava mentindo para ganhar mais dinheiro.",4
"O 'técnico de informática' que foi à sua casa e instalou um programa espião no seu computador.",4
"O 'corretor de imóveis' que vendeu um apartamento que já tinha sido vendido para outra pessoa.",4
"O 'agente de viagens' que te vendeu um pacote de viagens para um hotel que não existia.",4
"O 'organizador de eventos' que fugiu com o dinheiro dos noivos.",4
"O 'advogado' que pegou o dinheiro do cliente e não entrou com o processo.",4
"O 'médico' que receitou um remédio caro e desnecessário porque ganhava comissão do laboratório.",4
"O 'dentista' que fez um tratamento que você não precisava.",4
"O 'professor particular' que não tinha a formação que dizia ter.",4
"O 'personal trainer' que te passou um treino que te machucou.",4
"O 'nutricionista' que te vendeu um suplemento alimentar falso.",4
"O 'psicólogo' que te deu conselhos que te fizeram mal.",4
"O 'veterinário' que fez um diagnóstico errado do seu animal de estimação.",4
"O 'contador' que desviou o dinheiro da sua empresa.",4
"O 'arquiteto' que fez um projeto que não podia ser executado.",4
"O 'engenheiro' que usou material de baixa qualidade na sua obra.",4
"O 'eletricista' que fez uma instalação que causou um curto-circuito.",4
"O 'bombeiro hidráulico' que não consertou o vazamento direito.",4
"O 'pintor' que não pintou a sua casa direito.",4
"O 'jardineiro' que não cuidou do seu jardim direito.",4
"O 'diarista' que não limpou a sua casa direito.",4
"O 'cozinheiro' que não preparou a sua comida direito.",4
"O 'motorista' que não te levou ao seu destino direito.",4
